1.463273056787356419e-01,3.888450279850912406e+00,3.139999616144545369e-01,4.192197115986758149e+00,4.411831724360320450e+00,3.929869211911571458e+00,4.103745122056444927e+00,2.807422831661594564e+00,1.324424712913259583e+00,3.216155013304833332e+00,2.197708245381806869e+00,2.668280459522998083e-02,2.384128532174174975e+00,3.255939622752727747e+00,6.941829845660385523e-02,3.106801680540788091e+00
3.262659531084281639e+00,7.905378911944838105e-01,2.155370925782547520e+00,4.821663004445662537e+00,4.420946138998912645e+00,2.054107114291263692e+00,1.749231340120777745e+00,6.204034048842799187e-01,1.759454227007989369e-01,1.487313887210393482e+00,4.701416735411191539e+00,4.793067256668336107e+00,4.062596702881381638e+00,1.754124067599297510e+00,7.181321644105559399e-01,2.977667378028396428e+00
3.232525036030907017e+00,2.122867846228020383e+00,3.458233977793201408e+00,3.733409428258676499e+00,3.915308317873900101e+00,2.511490556787536299e+00,3.958203887798666720e+00,1.273821313472839334e-01,3.402021833694348185e+00,1.178169785252399127e+00,1.352601458438266180e+00,4.565085330336615677e-01,9.619613179658964564e-01,4.960041165010014907e+00,2.076950652817376231e+00,4.638826993443426971e+00
8.144976409639903547e-01,1.020294210492597831e+00,2.789066769075356333e+00,1.747662704395412270e+00,3.219576042873980803e+00,2.110232878602151807e+00,4.057986187327309757e+00,2.157795355855418595e+00,2.861745912191319796e+00,1.605366000118643832e+00,3.520204937193270212e+00,3.273671044828570409e+00,1.985005163870288580e+00,1.380160513952982670e+00,3.070521874101495019e+00,4.715758246055038683e+00
6.632151201330077628e-01,3.995583091727802127e+00,2.714958864040453168e+00,2.627798475869295824e+00,4.808420737879895768e+00,3.029373987842784111e+00,4.152589138742589725e+00,2.572386244378482623e+00,1.249266836275446657e+00,3.472451357290547769e+00,4.615884522220019548e+00,4.206150478050378005e+00,9.918180312004232224e-01,1.584445595310751020e+00,2.584403369868388367e+00,2.858016476180326393e+00
9.690705722926412635e-01,1.150061700075822868e+00,3.794155345177181893e+00,3.651587083574712178e+00,4.196044073144455488e+00,4.664649036401155691e+00,1.541305594513458388e+00,4.297974782852897135e+00,3.330058956380931967e+00,4.788852119458997691e+00,1.360370780117079459e+00,1.348357508197628007e+00,3.521467243463633601e+00,4.642053870191381826e+00,4.122779123932173384e+00,3.635197788966780585e+00
1.936545990286941521e+00,3.588836673509869790e+00,4.005477882154072411e+00,3.766428398953021617e+00,3.384053991430615138e+00,2.356562584535148996e-01,3.298574665574043330e+00,2.391473277414552179e+00,4.807846357748427835e+00,3.035949416885355134e+00,3.041136281176496148e+00,4.970275936848748799e+00,4.679389489045271411e-01,1.381581425501764437e+00,3.280397194845128261e+00,1.576181280171873311e+00
1.730750739645609659e+00,4.463224698985542638e+00,2.896769525198982898e+00,5.143279140207729361e-01,1.554312928663108995e+00,3.802918824970902278e-01,2.780649667235726152e+00,8.663409818799483464e-01,4.285575750125531158e+00,2.886570132282499479e+00,2.968782096554734018e-01,1.504378318121594837e+00,3.081688336180634202e+00,1.677491590969141244e+00,2.565883342969778713e+00,4.546811473413677973e+00
1.750179852531391633e+00,1.679364312348939903e+00,4.098784206563493626e+00,1.593782614583849622e+00,3.897917207019613306e-01,9.047247711874745191e-01,4.744001253981505073e+00,4.666463962888606432e+00,1.124060453890738831e+00,2.767509365493428852e+00,6.868405021150142398e-01,3.373388142557678826e+00,9.265289800490533745e-01,2.489521146080198033e-01,4.124484036043996937e+00,1.627001913618128626e+00
5.426120178004850692e-01,4.169519754311126647e+00,3.811987387730741972e+00,3.418792252159840839e+00,4.556243549222646294e+00,2.446130434353175787e+00,6.402824879339885644e-01,3.067320494755976235e-01,1.592205089798293116e+00,4.341541506870810752e-01,2.677547201735426707e+00,7.249508911578939063e-02,2.218816507546879535e+00,8.923014492679270937e-01,1.841340219335790840e+00,3.375170373853445760e+00
1.754818855253507781e+00,1.706699436001076098e+00,4.953753664197510176e+00,3.594073613631430852e+00,2.569308559250256696e+00,2.896878254987897527e+00,3.100913157594054503e+00,1.228769947042096522e-01,4.013229526262379609e-01,3.245946756783259168e+00,1.822344294241568630e+00,2.772202011596253124e-01,1.487566230258130506e+00,6.514171021069509182e-01,4.581569211131606423e+00,1.014626962765575069e+00
7.184559869702622503e-01,3.130844085443083014e+00,2.609559651384163459e+00,2.879662270178959815e+00,2.179740740201576266e+00,2.335846554660647723e+00,3.893987779235647650e+00,1.099610924128336942e+00,1.982646514156170436e+00,4.789126924639745653e+00,9.499285059302259304e-01,1.468867975209335430e+00,9.578346214299526817e-01,1.024774817906781710e-01,1.349149625208351910e+00,2.323372298111958667e-01
7.734256320331667212e-01,1.813410350338073407e+00,1.036060853447912100e-01,3.764782829653583018e+00,3.977945068847734245e+00,2.057069012091814475e+00,4.923329896871346811e+00,3.394969574038495530e+00,3.718608739903745075e+00,9.615021183306671215e-01,4.187188114108566950e+00,4.725231990107531033e+00,1.181550832868958789e+00,3.432321471931900625e+00,3.734705243316656542e+00,1.525845859047745279e+00
2.375045012861481730e+00,4.876954679036205054e-01,8.654740197975396843e-01,3.078526182359736518e-01,2.800827452726468714e+00,3.126314486386347014e+00,4.580597917168665489e+00,2.710924053118007215e+00,1.303056854040499646e+00,2.973677329555940441e-01,4.424765263754183664e+00,2.394290392640266774e+00,3.686609947211605842e+00,7.324674297794486755e-02,2.440694613322087925e+00,1.628613115832493019e+00
1.516563630691342146e-01,3.878364035362291684e+00,2.564508264468066123e+00,1.665901214955654464e+00,4.028992419536995939e+00,2.234617259250832433e+00,1.748978184150651316e-02,4.722238160191627898e+00,1.278413702311927302e+00,4.152877610316706658e+00,4.082076920406365161e+00,8.118696568036565253e-01,2.370013406073883111e+00,2.009948924924648272e-01,1.772758364442310164e+00,3.654894216848100008e+00
