3.808499724329802660e+00,3.092033519887957826e+00,2.370598754708941325e-01,3.111227070866790623e+00,3.105345993605272970e+00,2.196056288644010035e+00,3.288764954410170915e+00,4.289572654991093081e+00,3.789934269490373708e+00,2.367171014596389345e+00,1.311422491697205484e+00,2.389186482321074667e+00,4.729854180061629165e+00,4.099932795031644872e+00,1.351984487574814375e-01,3.914816255053877203e+00
8.527881895588784733e-01,2.855556665188855980e+00,4.032587688899801570e+00,2.806442114790996367e+00,2.019303630106223046e+00,1.606338183899224115e+00,1.525501202945676482e+00,4.187137522215129692e+00,4.125254489998037677e+00,4.116883241534597282e+00,1.413645061915275170e+00,3.994588856078868488e+00,1.831742078963322085e-01,1.032281310073437375e+00,2.572514946358287702e+00,2.033730812992811998e+00
5.594412842189550039e-01,2.086022992919606134e-01,3.055855680919548067e+00,1.567406419057165046e+00,7.980865130834124965e-02,2.154473151286903310e+00,1.533835580700402712e+00,2.883036749610516480e+00,4.649069800620221571e+00,1.539331680433190908e+00,4.985682591421904952e+00,4.302242365925768031e-01,4.413908170021407784e-01,3.564799680022534112e+00,3.743159051016113459e+00,2.114355976697591011e+00
1.430237983088844533e+00,3.970010361966468615e+00,4.781194723548677139e+00,4.949509466506222921e+00,3.172270400930521816e+00,3.700573659752228739e+00,4.111232975246287502e+00,3.994349088797740421e+00,4.966961514082794515e+00,4.052159261220281472e+00,3.312862146448678491e+00,1.881079698334955808e+00,2.989933032581721939e+00,4.401797252453678588e+00,1.527400314544542059e+00,1.532627748634118880e-01
1.635911039072569517e+00,4.801150294853576028e+00,3.970337856158096645e+00,9.356994035283222599e-01,6.000487953479072267e-02,3.345597074430831874e+00,2.895043619199280105e+00,4.149099046273108105e-01,4.829982132178170851e+00,3.088966020359107834e+00,3.257604904701159487e+00,4.267988974447487038e+00,1.685316343214928736e+00,2.791264924337793385e+00,2.880941635300888759e+00,4.836777786637583176e+00
6.574324976727269343e-01,3.794565360178734803e+00,2.875756042693747183e+00,4.226895159828028881e+00,4.159758647653042374e+00,6.015150821518822077e-02,1.282273368779995870e+00,9.040867145088560264e-01,2.308553239049285111e+00,4.526437309769187678e+00,2.503028338131263464e-02,2.440959878784945580e+00,4.423967176071801788e+00,4.631062180134250639e+00,3.286493016521447874e+00,4.148761488226608840e+00
1.620340970924691426e+00,1.429797349434925202e+00,2.455982355808611350e-01,2.516013115333934458e+00,2.279160062597551217e+00,1.859577453433703287e+00,5.666704958606810782e-01,1.153815794121230809e+00,1.018378079119357071e+00,4.719842011187554753e+00,4.832301686645573469e+00,1.710802429505164923e-02,8.527395045424535081e-01,4.443904001187261699e+00,1.917004233257202372e-01,4.717257562951328254e+00
1.900323271906018796e+00,2.693428812851727194e+00,3.819098105804799470e+00,1.219525454945795673e+00,5.033700391524426054e-01,4.049740998860695385e+00,4.923132064178433964e+00,3.293890094666815482e+00,4.126121552257677294e+00,4.706561962660254395e+00,1.142898907364641170e+00,1.752029770535801667e+00,1.095130367790604797e+00,3.089188598967751442e-01,3.661378986577883854e+00,7.282880181492090710e-01
4.635469845252848664e-01,1.788174353121165794e+00,3.027805710375314208e-01,8.977915865328117695e-01,3.497060376989874486e-01,4.386389034039797963e+00,3.898671949758969024e+00,4.297574038509537786e+00,4.341655377314821429e+00,4.722545278693496051e+00,9.332728279147450845e-01,4.500045320295556373e+00,2.625194510861843522e+00,8.311551250752174935e-01,3.278866883884695049e+00,1.635002611020938135e+00
2.323473870947179165e-01,3.932399272637560061e-01,2.118579919738809103e+00,4.132417740170048148e+00,1.555138845219692811e+00,3.830629316206100476e+00,2.787198142425795222e-01,1.968662506423826120e+00,6.372012675405591686e-01,4.317741676746799762e+00,4.839691034195704233e+00,1.628078557362015566e+00,4.944313303917932778e+00,3.761537801157076366e+00,6.169497135739554494e-03,2.426358878922973972e+00
4.170503185287118164e+00,2.669376906092701063e+00,2.749803877223398807e+00,2.238498114865585364e+00,1.975194347479074075e+00,1.369837891908382010e-01,3.108665305863246964e+00,3.833631682262627738e+00,3.950889215520962949e+00,3.123180699224080037e+00,1.706386248211679835e+00,1.130483424094869127e-01,4.478897736285644804e+00,2.145231091887026764e+00,3.005877243320382419e+00,9.727803759051101284e-01
7.097785896294611652e-01,4.340885640395902856e-01,3.993826026091941817e+00,3.232303566362377367e+00,3.105796294745919894e+00,4.596988738436567523e+00,7.935611960975952339e-01,8.513467590580303668e-01,9.473457476717012105e-01,2.116847151326448184e+00,4.371108675059677040e+00,4.407370630301207015e+00,2.952938682684536076e+00,3.290714489317275060e+00,4.488811718074064316e+00,3.121094777318486724e+00
1.148998389176608681e+00,3.524570341657697892e+00,3.849453870569492953e+00,3.176723116074136488e+00,1.367847317211619451e+00,1.999589247967700212e+00,2.352962038233703534e+00,7.264920907718996901e-01,2.261116272299925622e+00,8.059871166460047531e-01,2.497258720364278872e+00,2.540537927639308080e-01,4.742657459806014053e+00,1.231724321349285223e+00,2.335071549288044501e+00,1.637608826617897861e-01
